node,prr_parent(last),prr_sender(last),prr_all_nei_avg,ul_sent,ul_recv,ul_attempts,ul_sent_count,PDR_UL(%),PDR_UL_attempts(%),PDR_UL_sent(%),ul_received,dl_sent,dl_recv,dl_attempts,dl_sent_count,PDR_DL(%),PDR_DL_attempts(%),PDR_DL_sent(%),PDR_DL_CSV_last(%),dl_received,UL_delay_samples,UL_delay_ticks_avg,UL_delay_ms_avg,DL_delay_samples,DL_delay_ticks_avg,DL_delay_ms_avg
02:00,5.08,100.0,72.82,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,5.08,1,119,59.76,466.91,3,0.0,0.0
03:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,0,3,3,0.0,0.0,0.0,,0,119,57.02,445.44,0,,
04:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,0,3,3,0.0,0.0,0.0,,0,119,39.27,306.79,0,,
05:00,5.08,100.0,73.91,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,5.08,1,119,73.36,573.14,3,0.0,0.0
06:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,0,3,3,0.0,0.0,0.0,,0,119,40.98,320.18,0,,
07:00,5.08,99.15,74.65,119,118,119,119,99.16,99.16,99.16,1,3,3,3,3,100.0,100.0,100.0,5.08,1,118,47.47,370.83,3,0.0,0.0
08:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,0,3,3,0.0,0.0,0.0,,0,119,1.61,12.54,0,,
09:00,,99.15,99.94,119,118,119,119,99.16,99.16,99.16,1,3,0,3,3,0.0,0.0,0.0,,0,118,75.98,593.62,0,,
10:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,0,3,3,0.0,0.0,0.0,,0,119,0.12,0.92,0,,
11:00,5.08,100.0,76.92,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,5.08,1,119,14.06,109.83,3,3.0,23.44
12:00,5.08,100.0,77.59,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,5.08,1,119,20.39,159.27,3,0.0,0.0
13:00,5.08,100.0,77.84,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,5.08,1,119,50.67,395.88,3,0.0,0.0
14:00,5.08,100.0,78.53,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,5.08,1,119,8.08,63.16,3,7.0,54.69
15:00,5.08,99.15,78.8,119,117,119,119,98.32,98.32,98.32,1,3,3,3,3,100.0,100.0,100.0,5.08,1,117,64.35,502.74,3,0.0,0.0
16:00,100.0,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,3,1,3,3,33.33,33.33,33.33,100.0,1,119,81.11,633.67,1,0.0,0.0
17:00,6.66,100.0,80.42,119,119,119,119,100.0,100.0,100.0,1,3,3,3,3,100.0,100.0,100.0,6.66,1,119,78.93,616.66,3,0.0,0.0
18:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,2,0,2,2,0.0,0.0,0.0,,0,119,22.39,174.96,0,,
19:00,6.66,100.0,81.05,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,6.66,1,119,45.33,354.12,2,0.0,0.0
20:00,6.66,99.15,80.38,119,118,119,119,99.16,99.16,99.16,1,2,2,2,2,100.0,100.0,100.0,6.66,1,118,44.58,348.25,2,0.0,0.0
21:00,6.66,100.0,82.18,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,6.66,1,119,0.23,1.77,2,28.5,222.66
22:00,100.0,99.15,99.77,119,118,119,119,99.16,99.16,99.16,1,2,1,2,2,50.0,50.0,50.0,100.0,1,118,81.36,635.59,1,0.0,0.0
23:00,6.66,100.0,83.81,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,6.66,1,119,50.59,395.22,2,0.0,0.0
24:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,2,0,2,2,0.0,0.0,0.0,,0,119,72.48,566.24,0,,
25:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,2,0,2,2,0.0,0.0,0.0,,0,119,78.82,615.74,0,,
26:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,2,0,2,2,0.0,0.0,0.0,,0,119,72.59,567.1,0,,
27:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,2,0,2,2,0.0,0.0,0.0,,0,119,57.55,449.58,0,,
28:00,6.66,100.0,86.17,119,119,119,119,100.0,100.0,100.0,1,2,2,2,2,100.0,100.0,100.0,6.66,1,119,0.37,2.89,2,33.5,261.72
29:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,2,0,2,2,0.0,0.0,0.0,,0,119,0.0,0.0,0,,
30:00,,100.0,100.0,119,119,119,119,100.0,100.0,100.0,1,2,0,2,2,0.0,0.0,0.0,,0,119,0.53,4.14,0,,
